Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
231	skz_001_1844_013_133_140_e154	, wo die Unord- nung , und wenn nicht die	Versäumniß	der leiblichen , doch stets der geistlichen Pflege zu Hause	,_$, wo_PWAV die_ART Unord-_TRUNC nung_NN ,_$, und_KON wenn_KOUS nicht_PTKNEG die_ART	Versäumniß_NN	der_ART leiblichen_ADJA ,_$, doch_KON stets_ADV der_ART geistlichen_ADJA Pflege_NN zu_APPR Hause_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=230	8306686	8306686
232	syn_001_1853_000_93_96_e117	— 118 — Conferenzthätigkeit in Graubünden Beilage . Zwei uncntschuldigte	Absenzen	machten im Bezirk Bülach : Ulrich Angst von Whl ,	—_NN 118_CARD —_ADJA Conferenzthätigkeit_NN in_APPR Graubünden_NN Beilage_NN ._$. Zwei_CARD uncntschuldigte_ADJA	Absenzen_NN	machten_VVFIN im_APPRART Bezirk_NN Bülach_NE :_$. Ulrich_NE Angst_NN von_APPR Whl_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=231	8401351	8401351
233	syn_001_1853_000_93_96_e117	1852—53 . ( Tabelle zu Seite zz. ) Schülerzahl .	Absenzen	. Schulfond . Sitzungen . Visita¬ tionen . Zürich .	1852—53_NN ._$. (_$( Tabelle_NN zu_APPR Seite_NN zz._ADJA )_$( Schülerzahl_NN ._$.	Absenzen_NN	._$. Schulfond_NN ._$. Sitzungen_NN ._$. Visita¬_ADJA tionen_NN ._$. Zürich_NE ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=232	8402513	8402513
234	slz_001_1857_002_5_44_e4	Französische S ektibn . 4 Confcrenze » ; 18 unbegründete	Absenzen	. * ) andern , welche frei gelöst wurden .	Französische_ADJA S_NN ektibn_NE ._$. 4_CARD Confcrenze_NN »_$( ;_$. 18_CARD unbegründete_ADJA	Absenzen_NN	._$. *_XY )_$( andern_PIS ,_$, welche_PRELS frei_ADJD gelöst_VVPP wurden_VAFIN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=233	8872509	8872509
235	slz_001_1857_002_5_44_e4	zu sein ? ' ) Das Conferenzreglement anerkennt keine begründeten	Absenzen	. Dieser Artikel wurde aber später aufgehoben . St b	zu_PTKZU sein_VAINF ?_$. '_$( )_$( Das_ART Conferenzreglement_NN anerkennt_VVFIN keine_PIAT begründeten_ADJA	Absenzen_NN	._$. Dieser_PDAT Artikel_NN wurde_VAFIN aber_ADV später_ADJD aufgehoben_VVPP ._$. St_NE b_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=234	8872657	8872657
236	slz_001_1857_002_5_44_e4	( protestantische ) Schulen . 4 Conferenzcn , 5 unbegründete	Absenzen	; 5 obligatorische Aufsätze . Ferner : 1 Abhandlung über	(_$( protestantische_ADJA )_$( Schulen_NN ._$. 4_CARD Conferenzcn_NN ,_$, 5_CARD unbegründete_ADJA	Absenzen_NN	;_$. 5_CARD obligatorische_ADJA Aufsätze_NN ._$. Ferner_ADJD :_$. 1_CARD Abhandlung_NN über_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=235	8872820	8872820
237	slz_001_1857_002_5_44_e4	49 öffentliche Schu- len . 4 Konferenzen , 35 unentschuldigte	Absenzen	, 16 obligatorische Aufsätze . Kerner : Praktischer Unterricht über	49_CARD öffentliche_ADJA Schu-_TRUNC len_VVFIN ._$. 4_CARD Konferenzen_NN ,_$, 35_CARD unentschuldigte_ADJA	Absenzen_NN	,_$, 16_CARD obligatorische_ADJA Aufsätze_NN ._$. Kerner_NE :_$. Praktischer_ADJA Unterricht_NN über_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=236	8872889	8872889
238	slz_001_1857_002_5_44_e4	nur dann sanktioniren dürfen , wenn die Strafen für die	Absenzen	bezahlt seien . ' ) Die Erziehungsdirektion hat hieran die	nur_ADV dann_ADV sanktioniren_NN dürfen_VMFIN ,_$, wenn_KOUS die_ART Strafen_NN für_APPR die_ART	Absenzen_NN	bezahlt_VVPP seien_VAFIN ._$. '_$( )_$( Die_ART Erziehungsdirektion_NN hat_VAFIN hieran_PAV die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=237	8873062	8873062
239	slz_001_1857_002_5_44_e4	Sie des Strengsten anhalten , die Versäumnisse gewissenhaft in dem	Versäumnißrodel	zu verzeichnen . Das Ergebniß der ent- schuldigten und unentschuldigten	Sie_PPER des_ART Strengsten_NN anhalten_VVINF ,_$, die_ART Versäumnisse_NN gewissenhaft_ADJD in_APPR dem_ART	Versäumnißrodel_NN	zu_PTKZU verzeichnen_VVINF ._$. Das_ART Ergebniß_NN der_ART ent-_TRUNC schuldigten_ADJA und_KON unentschuldigten_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=238	8873901	8873901
240	slz_001_1861_006_109_142_e6	, so erhalten ihre Beschlüsse Gesetzeskraft . Für Behandlung der	Absenzen	hat der Rath ein Reglement zu erlassen . Leb re	,_$, so_ADV erhalten_VVFIN ihre_PPOSAT Beschlüsse_NN Gesetzeskraft_NN ._$. Für_APPR Behandlung_NN der_ART	Absenzen_NN	hat_VAFIN der_ART Rath_NE ein_ART Reglement_NN zu_PTKZU erlassen_VVINF ._$. Leb_VVIMP re_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=239	8956503	8956503
241	syn_001_1858_000_22_60_e105	zenordnung überwachen . Die verhällnißmäßig große Zahl der entschul¬ digten	Absenzen	, welche namentlich auf die Elemenrarablheilungen fallen , ist meistens	zenordnung_NN überwachen_VVINF ._$. Die_ART verhällnißmäßig_ADJD große_ADJA Zahl_NN der_ART entschul¬_ADJA digten_ADJA	Absenzen_NN	,_$, welche_PRELS namentlich_ADJD auf_APPR die_ART Elemenrarablheilungen_NN fallen_VVINF ,_$, ist_VAFIN meistens_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=240	8970590	8970590
242	syn_001_1858_000_22_60_e105	der Schulversäumnisse . Im Bezirk Es kommen der Alltagsschnle .	Absenzen	auf den S eer Repetir- und Singschnle . Hüler Gesammlvurch-	der_ART Schulversäumnisse_NN ._$. Im_APPRART Bezirk_NN Es_PPER kommen_VVFIN der_ART Alltagsschnle_NN ._$.	Absenzen_NN	auf_APPR den_ART S_NN eer_ADJA Repetir-_TRUNC und_KON Singschnle_NN ._$. Hüler_NE Gesammlvurch-_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=241	8970667	8970667
243	syn_001_1858_000_22_60_e105	Knaben und -16 Mädchen ) vermehrt- Die Zahl der strafbaren	Absenzen	hat sich um 25-i vermineert und beschränkt sich im Ganzen	Knaben_NN und_KON -16_CARD Mädchen_NN )_$( vermehrt-_TRUNC Die_ART Zahl_NN der_ART strafbaren_ADJA	Absenzen_NN	hat_VAFIN sich_PRF um_APPR 25-i_NN vermineert_ADJD und_KON beschränkt_VVFIN sich_PRF im_APPRART Ganzen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=242	8974172	8974172
244	syn_001_1858_000_22_60_e105	. Die Bezirksschulpflege Pfäffikon hält für wünschenswerlh , daß das	Absenzenwesen	auch an diesen Schulen gesetzlich geordnet i^erde , so weit	._$. Die_ART Bezirksschulpflege_NN Pfäffikon_NN hält_VVFIN für_APPR wünschenswerlh_ADJD ,_$, daß_KOUS das_ART	Absenzenwesen_NN	auch_ADV an_APPR diesen_PDAT Schulen_NN gesetzlich_ADJD geordnet_VVPP i^erde_VVFIN ,_$, so_ADV weit_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=243	8974219	8974219
245	syn_001_1858_000_22_60_e105	Schulen in ven Städten Zürich und Winterthur , Schülerzahl .	Absenzen	. Schulsonds . Sitzungen . Visitationen . Zürich , Lehrer	Schulen_NN in_APPR ven_ADJA Städten_NN Zürich_NE und_KON Winterthur_NE ,_$, Schülerzahl_NN ._$.	Absenzen_NN	._$. Schulsonds_NN ._$. Sitzungen_NN ._$. Visitationen_NN ._$. Zürich_NE ,_$, Lehrer_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=244	8975425	8975425
246	syn_001_1858_000_22_60_e105	und Ordnungsbuße einschritt und namentlich auch auf strenge Handhabung der	Absenzenordnung	drang , und die letztere jedes Mitglied der Gemeindsschulpflege ,	und_KON Ordnungsbuße_NN einschritt_VVFIN und_KON namentlich_ADJD auch_ADV auf_APPR strenge_ADJA Handhabung_NN der_ART	Absenzenordnung_NN	drang_VVFIN ,_$, und_KON die_ART letztere_ADJA jedes_PIAT Mitglied_NN der_ART Gemeindsschulpflege_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=245	8977007	8977007
247	syn_001_1858_000_22_60_e105	Frei¬ burg . Es haben in der staatswissenschaftlichen Fakultät 2	Absenzpro-	Motionen , in der medizinischen 6 Ritualpromotionen und in der	Frei¬_NN burg_ADJA ._$. Es_PPER haben_VAFIN in_APPR der_ART staatswissenschaftlichen_ADJA Fakultät_NN 2_CARD	Absenzpro-_NN	Motionen_NN ,_$, in_APPR der_ART medizinischen_ADJA 6_CARD Ritualpromotionen_NN und_KON in_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=246	8984246	8984246
248	syn_001_1858_000_22_60_e105	Ritualpromotionen und in der philo¬ sophischen l Ehren- und 3	Absenzpromotionen	, im Ganzen also l2 Doktorpromotivnen stattgefunden . Da dicßmal	Ritualpromotionen_NN und_KON in_APPR der_ART philo¬_ADJA sophischen_ADJA l_NN Ehren-_TRUNC und_KON 3_CARD	Absenzpromotionen_NN	,_$, im_APPRART Ganzen_NN also_ADV l2_NN Doktorpromotivnen_NN stattgefunden_VVPP ._$. Da_ADV dicßmal_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=247	8984263	8984263
249	skb_004_1864_000_465_540_e664	imnier noch hinter den Anforderungen des Gesetzes zurück . Die	Absenzen	nehmen ab . Die Sommerschule wird besser be¬ sucht als	imnier_NN noch_ADV hinter_APPR den_ART Anforderungen_NN des_ART Gesetzes_NN zurück_PTKVZ ._$. Die_ART	Absenzen_NN	nehmen_VVFIN ab_PTKVZ ._$. Die_ART Sommerschule_NN wird_VAFIN besser_ADJD be¬_ADJD sucht_VVFIN als_KOKOM	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=248	9031516	9031516
250	skb_004_1864_000_465_540_e664	50 erlassen . Gegen voriges Jahr ist eine Verminderung der	Absenzen	nnd eine Vermehrung der Anzeigen eingetreten/ Es gab 28 Schulen	50_CARD erlassen_VVPP ._$. Gegen_APPR voriges_ADJA Jahr_NN ist_VAFIN eine_ART Verminderung_NN der_ART	Absenzen_NN	nnd_NE eine_ART Vermehrung_NN der_ART Anzeigen_NN eingetreten/_ADJA Es_NN gab_VVFIN 28_CARD Schulen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=249	9031616	9031616
251	skb_004_1864_000_465_540_e664	Vieles besser als in frühern Jahren , die unent¬ schuldigten	Absenzen	waren im Winter um 3000 vermindert , im Sommer aber	Vieles_NN besser_ADJD als_KOKOM in_APPR frühern_ADJA Jahren_NN ,_$, die_ART unent¬_ADJA schuldigten_ADJA	Absenzen_NN	waren_VAFIN im_APPRART Winter_NN um_APPR 3000_CARD vermindert_VVPP ,_$, im_APPRART Sommer_NN aber_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=250	9031718	9031718
252	skb_004_1864_000_465_540_e664	Mahnungen erlassen wurden ' Einige Schnlen hatten nicht zwei unentschuldigte	Absenzen	per Kind , 8 Schnlen weniger als eine per Kind	Mahnungen_NN erlassen_VVPP wurden_VAFIN '_$( Einige_PIAT Schnlen_NN hatten_VAFIN nicht_PTKNEG zwei_CARD unentschuldigte_ADJA	Absenzen_NN	per_APPR Kind_NN ,_$, 8_CARD Schnlen_NN weniger_ADV als_KOKOM eine_ART per_APPR Kind_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=251	9031768	9031768
253	skb_004_1864_000_465_540_e664	Fleiß war befriedigend mit durch¬ schnittlich 90 °/g Anwesenheiten ;	Absenzen	waren durch häusige Kinderkrankheiten verursacht ; im Sommer war der	Fleiß_NN war_VAFIN befriedigend_ADJD mit_APPR durch¬_ADJD schnittlich_ADJD 90_CARD °/g_NN Anwesenheiten_NN ;_$.	Absenzen_NN	waren_VAFIN durch_APPR häusige_ADJA Kinderkrankheiten_NN verursacht_VVPP ;_$. im_APPRART Sommer_NN war_VAFIN der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=252	9031835	9031835
254	slz_002_1868_013_377_384_e50	der gegenwärtigen Dienstzeit der Aus- züger nachzuweisen , daß ein	Versäumniß	nicht in er- heblichem Maße eintreten würde , außer im	der_ART gegenwärtigen_ADJA Dienstzeit_NN der_ART Aus-_TRUNC züger_NN nachzuweisen_VVIZU ,_$, daß_KOUS ein_ART	Versäumniß_NN	nicht_PTKNEG in_APPR er-_TRUNC heblichem_ADJA Maße_NN eintreten_VVINF würde_VAFIN ,_$, außer_APPR im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=253	9107951	9107951
255	slz_002_1868_013_377_384_e50	9 halben Tagen und einer jährlichen von 42 Wochen 7^/-«°	Absenzen	im Durchschnitt gemacht hat . Neben den Alltagschulen existiren noch	9_CARD halben_ADJA Tagen_NN und_KON einer_ART jährlichen_ADJA von_APPR 42_CARD Wochen_NN 7^/-«°_ADJA	Absenzen_NN	im_APPRART Durchschnitt_NN gemacht_VVPP hat_VAFIN ._$. Neben_APPR den_ART Alltagschulen_NN existiren_ADJA noch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=254	9109928	9109928
256	slz_002_1868_013_377_384_e50	diesen Schülern hat im Berichtsjahr jeder 14^/ , » »	Absenzen	gemacht , eine Durchschnittszahl , die geradezu einmal größer ist	diesen_PDAT Schülern_NN hat_VAFIN im_APPRART Berichtsjahr_NN jeder_PIAT 14^/_NN ,_$, »_$( »_$(	Absenzen_NN	gemacht_VVPP ,_$, eine_ART Durchschnittszahl_NN ,_$, die_PRELS geradezu_ADV einmal_ADV größer_ADJD ist_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=255	9111734	9111734
257	syn_001_1861_000_19_44_e54	Theilnahme der Einzelnen mag vor allem folgende Tabelle über die	Absenzen	Aufschluß geben : entschuldigte unentschuldigt- Total Mitgliederzahl Kapitel Zürich 24	Theilnahme_NN der_ART Einzelnen_NN mag_VMFIN vor_APPR allem_PIS folgende_ADJA Tabelle_NN über_APPR die_ART	Absenzen_NN	Aufschluß_NN geben_VVINF :_$. entschuldigte_VVFIN unentschuldigt-_ADJD Total_ADJD Mitgliederzahl_NN Kapitel_NN Zürich_NE 24_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=256	9160031	9160031
258	syn_001_1861_000_19_44_e54	Tabelle ergiebt sich allerdings , daß die Zahl der dießjäbrigen	Absenzen	diejenige des Vorigen Jahres bedeutend übersteigt , aber es ist	Tabelle_NN ergiebt_VVFIN sich_PRF allerdings_ADV ,_$, daß_KOUS die_ART Zahl_NN der_ART dießjäbrigen_ADJA	Absenzen_NN	diejenige_PDS des_ART Vorigen_ADJA Jahres_NN bedeutend_ADJD übersteigt_VVFIN ,_$, aber_KON es_PPER ist_VAFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=257	9160121	9160121
259	syn_001_1861_000_19_44_e54	eines Kapitels ausdrücklich hervorgehoben , es seien dieß Jahr die	Absenzen	besonders darum etwaZ zahlreicher geworden , weil eine Versammlung in	eines_ART Kapitels_NN ausdrücklich_ADJD hervorgehoben_VVPP ,_$, es_PPER seien_VAFIN dieß_ADJA Jahr_NN die_ART	Absenzen_NN	besonders_ADV darum_PAV etwaZ_NE zahlreicher_ADJD geworden_VAPP ,_$, weil_KOUS eine_ART Versammlung_NN in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=258	9160186	9160186
260	syn_001_1861_000_19_44_e54	Mei¬ len , daß bei ihm fast die meisten unentschuldigten	Absenzen	den jüngsten Kandidaten zur Last fallen , während man doch	Mei¬_NE len_VVFIN ,_$, daß_KOUS bei_APPR ihm_PPER fast_ADV die_ART meisten_PIAT unentschuldigten_ADJA	Absenzen_NN	den_ART jüngsten_ADJA Kandidaten_NN zur_APPRART Last_NN fallen_VVINF ,_$, während_KOUS man_PIS doch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=259	9160254	9160254
261	skz_001_1838_007_80_87_e93	Herzen nicht genug befestiget ist , so ahmen wir ohne	Versäumniß	den Propheten nach , der durch feurige und heftige Begierden	Herzen_NN nicht_PTKNEG genug_ADV befestiget_ADJD ist_VAFIN ,_$, so_ADV ahmen_VVFIN wir_PPER ohne_APPR	Versäumniß_NN	den_ART Propheten_NN nach_PTKVZ ,_$, der_PRELS durch_APPR feurige_ADJA und_KON heftige_ADJA Begierden_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=260	9235870	9235870
262	bsf_001_1867_007_335_335_e190	, bis 94°/ , Anwesenheiten ; durchschnittlich 80°/« . Entschuldigte	Absenzen	per Kind l5 halbe Tage , unentschuldigte Absenzen per Kind	,_$, bis_APPR 94°/_ADJA ,_$, Anwesenheiten_NN ;_$. durchschnittlich_ADJD 80°/«_VVFIN ._$. Entschuldigte_ADJA	Absenzen_NN	per_APPR Kind_NN l5_NN halbe_ADJA Tage_NN ,_$, unentschuldigte_ADJA Absenzen_NN per_APPR Kind_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=261	9282403	9282403
263	bsf_001_1867_007_335_335_e190	. Entschuldigte Absenzen per Kind l5 halbe Tage , unentschuldigte	Absenzen	per Kind 19 halbe Tage . Straffälle im Ganzen 1411	._$. Entschuldigte_ADJA Absenzen_NN per_APPR Kind_NN l5_NN halbe_ADJA Tage_NN ,_$, unentschuldigte_ADJA	Absenzen_NN	per_APPR Kind_NN 19_CARD halbe_ADJA Tage_NN ._$. Straffälle_NN im_APPRART Ganzen_NN 1411_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=262	9282411	9282411
264	bsf_001_1867_007_335_335_e190	, 78°/ , „ Trachselwald 86°/ , 89°/ , Unentschuldigte	Absenzen	: 1142 im Winter , „ „ 2511 im Sommer	,_$, 78°/_VVFIN ,_$, „_$( Trachselwald_NN 86°/_ADJA ,_$, 89°/_ADJA ,_$, Unentschuldigte_ADJA	Absenzen_NN	:_$. 1142_CARD im_APPRART Winter_NN ,_$, „_$( „_$( 2511_CARD im_APPRART Sommer_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=263	9282536	9282536
265	bsf_001_1867_007_335_335_e190	Kind kamen : im Winter 8,7 entsch . 6,5 unentsch.	Absenzen	, Total 15,2 im Sommer 3 „ 7 „ „	Kind_NN kamen_VVFIN :_$. im_APPRART Winter_NN 8,7_CARD entsch_VVFIN ._$. 6,5_CARD unentsch._ADJA	Absenzen_NN	,_$, Total_ADJD 15,2_CARD im_APPRART Sommer_NN 3_CARD „_$( 7_CARD „_$( „_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=264	9282616	9282616
266	bsf_001_1867_007_335_335_e190	1 Kind per Jahr 26 Halb- tage . Mahnungen wegen	Absenzen	wurden erlassen 2264 , Anzeigen 439 , unterlassene Anzeigen gab	1_CARD Kind_NN per_APPR Jahr_NN 26_CARD Halb-_TRUNC tage_VVFIN ._$. Mahnungen_NN wegen_APPR	Absenzen_NN	wurden_VAFIN erlassen_VVPP 2264_CARD ,_$, Anzeigen_NN 439_CARD ,_$, unterlassene_ADJA Anzeigen_NN gab_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=265	9282727	9282727
267	bsf_001_1867_007_335_335_e190	( Mehrere Schulkommissionen konnten nicht dahin gebracht werden , die	Absenzen	zu verzeigen , so daß der Inspektor selber die Anzeigen	(_$( Mehrere_PIAT Schulkommissionen_NN konnten_VMFIN nicht_PTKNEG dahin_PAV gebracht_VVPP werden_VAINF ,_$, die_ART	Absenzen_NN	zu_PTKZU verzeigen_VVINF ,_$, so_ADV daß_KOUS der_ART Inspektor_NN selber_ADV die_ART Anzeigen_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=266	9282795	9282795
268	syn_001_1856_000_13_47_e83	der Schulversäumnisse . Im Bezirk Es kommen der Alltagsschule ,	Absenzen	auf den S der Repetir- und Singschnle , chüler Gesammtdurch-	der_ART Schulversäumnisse_NN ._$. Im_APPRART Bezirk_NN Es_PPER kommen_VVFIN der_ART Alltagsschule_NN ,_$,	Absenzen_NN	auf_APPR den_ART S_NN der_ART Repetir-_TRUNC und_KON Singschnle_NN ,_$, chüler_NE Gesammtdurch-_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=267	9445725	9445725
269	syn_001_1856_000_13_47_e83	zum Theil namhafte Verminderung der verantwor¬ teten und der strafbaren	Absenzen	, die um so erfreulicher ist , als es auch	zum_APPRART Theil_NN namhafte_ADJA Verminderung_NN der_ART verantwor¬_ADJA teten_NN und_KON der_ART strafbaren_ADJA	Absenzen_NN	,_$, die_PRELS um_APPR so_ADV erfreulicher_ADJD ist_VAFIN ,_$, als_KOUS es_PPER auch_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=268	9445986	9445986
270	syn_001_1856_000_13_47_e83	. Die Ursache liegt vornehmlich in der strengen Handhabung der	Absenzenordnung	, die sich fortwährend als zweck¬ mäßig bewährt . Die	._$. Die_ART Ursache_NN liegt_VVFIN vornehmlich_ADJD in_APPR der_ART strengen_ADJA Handhabung_NN der_ART	Absenzenordnung_NN	,_$, die_PRELS sich_PRF fortwährend_ADJD als_KOKOM zweck¬_ADJD mäßig_ADJD bewährt_VVPP ._$. Die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=269	9446021	9446021
271	syn_001_1856_000_13_47_e83	den Bezirken Meilen und Hinwei ! eine etwelche Zunahme der	Absenzenzahl	, die hier im Verhältniß zur Schülcrzahl am höchsten angestiegen	den_ART Bezirken_NN Meilen_NN und_KON Hinwei_NN !_$. eine_ART etwelche_PIAT Zunahme_NN der_ART	Absenzenzahl_NN	,_$, die_PRELS hier_ADV im_APPRART Verhältniß_NN zur_APPRART Schülcrzahl_NN am_PTKA höchsten_ADJD angestiegen_VVPP	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=270	9446086	9446086
272	syn_001_1856_000_13_47_e83	spezielle Uebcrwachung anordnen . Im Bezirk Zürich , wo 11,57	Absenzen	auf den Schiller fallen , kommt in Folge häufigen Wechsels	spezielle_ADJA Uebcrwachung_NN anordnen_VVINF ._$. Im_APPRART Bezirk_NN Zürich_NE ,_$, wo_PWAV 11,57_CARD	Absenzen_NN	auf_APPR den_ART Schiller_NE fallen_VVFIN ,_$, kommt_VVFIN in_APPR Folge_NN häufigen_ADJA Wechsels_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=271	9446140	9446140
273	syn_001_1856_000_13_47_e83	befrie¬ digend ; die Disziplin wurve gehörig gehandhabt und das	Absenzen-	wèfen sorgfältig überwacht . Der Sradtschuiralh hat die Frage ,	befrie¬_ADJD digend_ADJD ;_$. die_ART Disziplin_NN wurve_NN gehörig_ADJD gehandhabt_VVPP und_KON das_ART	Absenzen-_TRUNC	wèfen_VVFIN sorgfältig_ADJD überwacht_VVPP ._$. Der_ART Sradtschuiralh_ADJA hat_VAFIN die_ART Frage_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=272	9452306	9452306
274	syn_001_1856_000_13_47_e83	Schulen in den Städten Zürich und Wmterchur , Schülerzahl .	Absenzen	. Schulfond . Sitzungen . Visita¬ tionen . Züri ch.	Schulen_NN in_APPR den_ART Städten_NN Zürich_NE und_KON Wmterchur_NE ,_$, Schülerzahl_NN ._$.	Absenzen_NN	._$. Schulfond_NN ._$. Sitzungen_NN ._$. Visita¬_ADJA tionen_NN ._$. Züri_NE ch._ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=273	9452385	9452385
275	syn_001_1856_000_13_47_e83	Fälschung seines Schnlzengnisses und der Anfertigung einer fälschen Entschuldigung für	Absenzeu	im Turnunterricht schuldig gemacht hatte , erhielt vor der Aufsichtsbehörde	Fälschung_NN seines_PPOSAT Schnlzengnisses_NN und_KON der_ART Anfertigung_NN einer_PIS fälschen_VVFIN Entschuldigung_NN für_APPR	Absenzeu_NN	im_APPRART Turnunterricht_NN schuldig_ADJD gemacht_VVPP hatte_VAFIN ,_$, erhielt_VVFIN vor_APPR der_ART Aufsichtsbehörde_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hempt636ouw&batch=274	9456239	9456239
