Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
820	bso_001_1863_006_149_152_e40	Schulstatistik . Eine , großes Aufsehen erregende , aber irrige	statistische	Angabe des „ Berner-Blattes " über den Schulbesuch im Kan-	Schulstatistik_NN ._$. Eine_PIS ,_$, großes_ADJA Aufsehen_NN erregende_ADJA ,_$, aber_ADV irrige_ADJA	statistische_ADJA	Angabe_NN des_ART „_$( Berner-Blattes_NN "_$( über_APPR den_ART Schulbesuch_NN im_APPRART Kan-_TRUNC	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=819	18652184	18652184
821	bso_001_1863_006_149_152_e40	der Kreissynode Seftigen , die Betheiligung der Lehrerschaft an der	Obstbaustatistik	betreffend , reiflich erwogen . Sie konnte den in diesem	der_ART Kreissynode_NN Seftigen_NE ,_$, die_ART Betheiligung_NN der_ART Lehrerschaft_NN an_APPR der_ART	Obstbaustatistik_NN	betreffend_ADJD ,_$, reiflich_ADJD erwogen_VVPP ._$. Sie_PPER konnte_VMFIN den_ART in_APPR diesem_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=820	18653878	18653878
822	syn_001_1867_000_113_175_e190	also im Ganzen 117 Schulstunden beigewohnt . 0. Ueber die	statistischen	Verhältnisse der Kantonsschule geben fol¬ gende Tabellen Ausschluß : LO	also_ADV im_APPRART Ganzen_NN 117_CARD Schulstunden_NN beigewohnt_VVPP ._$. 0._ADJA Ueber_NN die_ART	statistischen_ADJA	Verhältnisse_NN der_ART Kantonsschule_NN geben_VVFIN fol¬_ADJA gende_ADJA Tabellen_NN Ausschluß_NN :_$. LO_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=821	18696225	18696225
823	syn_001_1867_000_113_175_e190	Weber in Bern im Auftrage des Erzichungsrathes verfaßten : „	Gcsangtabellen	, Gesangbüchlein für das 3. Schuljahr , Gesangbuch für das	Weber_NE in_APPR Bern_NE im_APPRART Auftrage_NN des_ART Erzichungsrathes_NN verfaßten_VVFIN :_$. „_$(	Gcsangtabellen_NN	,_$, Gesangbüchlein_NN für_APPR das_ART 3._ADJA Schuljahr_NN ,_$, Gesangbuch_NN für_APPR das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=822	18705947	18705947
824	apm_001_1828_004_90_95_e294	. Das eigentliche Resultat dieser Relation ist in nach- stehender	tabellarischen	Uebersicht enthalten . Gemeinden . Trogen Speicher Teufen Bühler GaiS	._$. Das_ART eigentliche_ADJA Resultat_NN dieser_PDAT Relation_NN ist_VAFIN in_APPR nach-_TRUNC stehender_ADJA	tabellarischen_ADJA	Uebersicht_NN enthalten_VVPP ._$. Gemeinden_NN ._$. Trogen_VVFIN Speicher_NN Teufen_NN Bühler_NE GaiS_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=823	18745415	18745415
825	skb_004_1866_000_409_464_e670	zu sein . Den sichersten Maßstab , näm¬ lich die	Mortalitätsstatistik	des Berichtjahres , besitzen wir leider bei Abfassung dieses Berichtes	zu_PTKZU sein_VAINF ._$. Den_ART sichersten_ADJA Maßstab_NN ,_$, näm¬_ADJA lich_ADJA die_ART	Mortalitätsstatistik_NN	des_ART Berichtjahres_NN ,_$, besitzen_VVFIN wir_PPER leider_ADV bei_APPR Abfassung_NN dieses_PDAT Berichtes_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=824	18796667	18796667
826	skb_004_1866_000_409_464_e670	da deren Ausarbeitung infolge 337 des veränderten Modus der daherigen	statistifchen	Aufnahmen eine Ver¬ zögerung erlitten hat . Von epidemischen Krankheiten	da_KOUS deren_PDAT Ausarbeitung_NN infolge_APPR 337_CARD des_ART veränderten_ADJA Modus_NN der_ART daherigen_ADJA	statistifchen_ADJA	Aufnahmen_NN eine_ART Ver¬_ADJA zögerung_NN erlitten_VVPP hat_VAFIN ._$. Von_APPR epidemischen_ADJA Krankheiten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=825	18796691	18796691
827	skb_004_1866_000_409_464_e670	als andere Jahre aufzuweisen chat , dafür spricht auch die	Krankheitsstatistik	der Nothfall- ftuben . Aus dieser geht hervor , daß	als_KOKOM andere_PIS Jahre_NN aufzuweisen_VVIZU chat_ADJA ,_$, dafür_PAV spricht_VVFIN auch_ADV die_ART	Krankheitsstatistik_NN	der_ART Nothfall-_TRUNC ftuben_NN ._$. Aus_APPR dieser_PDAT geht_VVFIN hervor_PTKVZ ,_$, daß_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=826	18797497	18797497
828	skb_004_1866_000_409_464_e670	^/ , ? auf die medicinifche Besorgung fallen . Statistische	Generaltabelle	des Jnselspitals sür 1865 und 1866. Zuwachs . Abgang .	^/_ADJD ,_$, ?_$. auf_APPR die_ART medicinifche_ADJA Besorgung_NN fallen_VVINF ._$. Statistische_ADJA	Generaltabelle_NN	des_ART Jnselspitals_NN sür_ADJD 1865_CARD und_KON 1866._ADJA Zuwachs_NN ._$. Abgang_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=827	18803946	18803946
829	skb_004_1866_000_409_464_e670	nnd zwar nur für 1865 brauch- - 363 - bare	statistische	Angaben vor , und doch wäre eine solche Statistik zur	nnd_NE zwar_ADV nur_ADV für_APPR 1865_CARD brauch-_TRUNC -_$( 363_CARD -_$( bare_ADJA	statistische_ADJA	Angaben_NN vor_PTKVZ ,_$, und_KON doch_ADV wäre_VAFIN eine_ART solche_PIAT Statistik_NN zur_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=828	18804498	18804498
830	skb_004_1866_000_409_464_e670	' in der nachstehenden Tabelle zusammengestellt . - 366 -	Operationsstatistik	des Jnselspitals in 1865 und 1868 , Abtheilung vonHrn .	'_$( in_APPR der_ART nachstehenden_ADJA Tabelle_NN zusammengestellt_VVPP ._$. -_$( 366_CARD -_$(	Operationsstatistik_NN	des_ART Jnselspitals_NN in_APPR 1865_CARD und_KON 1868_CARD ,_$, Abtheilung_NN vonHrn_ADV ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=829	18804900	18804900
831	skb_004_1866_000_409_464_e670	andere im Originalbericht enthaltene interessante Zusammenstellungen hier mitaufzunehmen . 24	Generaltabelle	des äußern Krankenhauses 1866. Abtheilung und KranKheittsonn , SurhauS .	andere_PIS im_APPRART Originalbericht_NN enthaltene_ADJA interessante_ADJA Zusammenstellungen_NN hier_ADV mitaufzunehmen_VVFIN ._$. 24_CARD	Generaltabelle_NN	des_ART äußern_VVFIN Krankenhauses_NN 1866._ADJA Abtheilung_NN und_KON KranKheittsonn_NN ,_$, SurhauS_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=830	18805931	18805931
832	skb_004_1866_000_409_464_e670	3g,7 33,6 63,9 63,4 31 , « 88,0 47,4 15,7	Altersstatistik	der Kurhauspatienten , 1866. Altersjahre . Chron . Hautkranke .	3g,7_VVFIN 33,6_CARD 63,9_CARD 63,4_CARD 31_CARD ,_$, «_$( 88,0_CARD 47,4_CARD 15,7_CARD	Altersstatistik_NN	der_ART Kurhauspatienten_NN ,_$, 1866._ADJA Altersjahre_NN ._$. Chron_ADJD ._$. Hautkranke_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=831	18806144	18806144
833	skb_004_1866_000_409_464_e670	des Innern ( Abtheilung Gesundheitswesen . Tabelle ll . )	Krankenstatistik	der Nothsallanstalten im Jahr 1866. NotManKaltc » . Von 1865	des_ART Innern_NN (_$( Abtheilung_NN Gesundheitswesen_NN ._$. Tabelle_NN ll_NN ._$. )_$(	Krankenstatistik_NN	der_ART Nothsallanstalten_NN im_APPRART Jahr_NN 1866._ADJA NotManKaltc_NE »_$( ._$. Von_APPR 1865_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=832	18809757	18809757
834	skb_004_1866_000_409_464_e670	( Direktion des Innern , Abtheilung Gesundheitswesen . Tabelle III	Ausnahmsstatistik	der Rothfallstuben mit Rücksicht auf zeitliche und geographische Wertheilung im	(_$( Direktion_NN des_ART Innern_NN ,_$, Abtheilung_NN Gesundheitswesen_NN ._$. Tabelle_NN III_NE	Ausnahmsstatistik_NN	der_ART Rothfallstuben_NN mit_APPR Rücksicht_NN auf_APPR zeitliche_ADJA und_KON geographische_ADJA Wertheilung_NN im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=833	18810121	18810121
835	skb_004_1866_000_409_464_e670	. ) Todesursachen . ( Räch der Nomenklatur des Wiener	statistischen	Kongresse ? von 1857. ) Tod aus Altersschwäche Tod durch	._$. )_$( Todesursachen_NN ._$. (_$( Räch_NN der_ART Nomenklatur_NN des_ART Wiener_ADJA	statistischen_ADJA	Kongresse_NN ?_$. von_APPR 1857._ADJA )_$( Tod_NN aus_APPR Altersschwäche_NN Tod_NN durch_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=834	18810929	18810929
836	skb_004_1866_000_409_464_e670	Innern , Abtheilung Gesundheitswesen Tabelle V , ) Krankhe !	tsstatistik	des Jnselspitals pro 1865. rankheite » . Typhoidsieber Gastrische u.	Innern_NN ,_$, Abtheilung_NN Gesundheitswesen_NN Tabelle_NN V_NN ,_$, )_$( Krankhe_NN !_$.	tsstatistik_NN	des_ART Jnselspitals_NN pro_APPR 1865._ADJA rankheite_VVFIN »_$( ._$. Typhoidsieber_NN Gastrische_NN u._KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=835	18811139	18811139
837	skb_004_1860_000_323_388_e524	Frageil aus dem Heidelberger-Katechis¬ mus zum Auswendiglernen , e. Die	Wandtabellen	zum obligatorischen Schreibunterricht in der Volksschule " . Der obligatorische	Frageil_NN aus_APPR dem_ART Heidelberger-Katechis¬_NN mus_VVFIN zum_APPRART Auswendiglernen_NN ,_$, e._ART Die_ART	Wandtabellen_NN	zum_APPRART obligatorischen_ADJA Schreibunterricht_NN in_APPR der_ART Volksschule_NN "_$( ._$. Der_ART obligatorische_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=836	18827490	18827490
838	slz_002_1863_008_25_28_e9	Brockhaus ) erschienen ist , entnehmen wir den Abschnitt „	Schulstatistik	" . Die belgische Elementarschule ist nach wie vor 1848	Brockhaus_NN )_$( erschienen_VVPP ist_VAFIN ,_$, entnehmen_VVFIN wir_PPER den_ART Abschnitt_NN „_$(	Schulstatistik_NN	"_$( ._$. Die_ART belgische_ADJA Elementarschule_NN ist_VAFIN nach_ADV wie_KOKOM vor_APPR 1848_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=837	18861761	18861761
839	skb_004_1861_000_13_33_e438	Landcs- thcile niedergesetzt , welche in Verbindung mit dem eidgenössischen	statistischen	Büreau die Leitung übernahm . Es meldeten sich aus dem	Landcs-_NN thcile_ADJD niedergesetzt_VVPP ,_$, welche_PRELS in_APPR Verbindung_NN mit_APPR dem_ART eidgenössischen_ADJA	statistischen_ADJA	Büreau_NN die_ART Leitung_NN übernahm_VVFIN ._$. Es_PPER meldeten_VVFIN sich_PRF aus_APPR dem_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=838	18902942	18902942
840	skb_004_1861_000_13_33_e438	gieng jedoch nicht in Erfüllung , weil der Vorsteher des	statistischen	Bu¬ reaus , Herr Professor Hildebrand , welcher die Ordnung	gieng_ADJD jedoch_ADV nicht_PTKNEG in_APPR Erfüllung_NN ,_$, weil_KOUS der_ART Vorsteher_NN des_ART	statistischen_ADJA	Bu¬_NN reaus_NN ,_$, Herr_NN Professor_NN Hildebrand_NE ,_$, welcher_PWS die_ART Ordnung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=839	18904614	18904614
841	gdv_001_1850_005_9_446_e13	möglich gemacht werden , indem dieselben als Grundlage zu einer	statistischen	Uebersicht der verschiede , nen Klassen von Steuerpflichtigen und ihreS	möglich_ADJD gemacht_VVPP werden_VAINF ,_$, indem_KOUS dieselben_PDS als_KOKOM Grundlage_NN zu_APPR einer_ART	statistischen_ADJA	Uebersicht_NN der_ART verschiede_NN ,_$, nen_ADJA Klassen_NN von_APPR Steuerpflichtigen_ADJA und_KON ihreS_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=840	18980534	18980534
842	ass_001_1838_004_64_74_e788	es hat daher der Lehrer den Namen desselben auf der	Schülertabelle	einzutragen . Schulpflichtige Kinder , welche zu Ansang des jährlichen	es_PPER hat_VAFIN daher_PAV der_ART Lehrer_NN den_ART Namen_NN desselben_PDAT auf_APPR der_ART	Schülertabelle_NN	einzutragen_VVIZU ._$. Schulpflichtige_ADJA Kinder_NN ,_$, welche_PRELS zu_APPR Ansang_NN des_ART jährlichen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=841	19040087	19040087
843	ass_001_1838_004_64_74_e788	Kenntniß von ihnen erhalten hat , sogleich aus der betreffenden	Schülertabelle	eingetragen werden , damit die gehörige Aussicht über ihren Schulbesuch	Kenntniß_NN von_APPR ihnen_PPER erhalten_VVPP hat_VAFIN ,_$, sogleich_ADV aus_APPR der_ART betreffenden_ADJA	Schülertabelle_NN	eingetragen_VVPP werden_VAINF ,_$, damit_KOUS die_ART gehörige_ADJA Aussicht_NN über_APPR ihren_PPOSAT Schulbesuch_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=842	19040845	19040845
844	skb_004_1862_000_162_255_e503	Berichtsjahre seinen geregelten Gang . Die nähern Rech¬ nungsergebnisse und	statistischen	Nachmeise sind den bei¬ gegebenen Tabellen nnd Uebersichten Vili ,	Berichtsjahre_NN seinen_PPOSAT geregelten_ADJA Gang_NN ._$. Die_PDS nähern_VVFIN Rech¬_ADJA nungsergebnisse_NN und_KON	statistischen_ADJA	Nachmeise_NN sind_VAFIN den_ART bei¬_ADJA gegebenen_ADJA Tabellen_NN nnd_NE Uebersichten_NN Vili_NE ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=843	19060330	19060330
845	slz_002_1863_008_69_72_e20	gen , und daß sie nur an den Inhalt der	Sprachtabellen	anzuknüpfen seien . Alle andern Bestimmungen sprechen unzweideutig dafür ,	gen_APPR ,_$, und_KON daß_KOUS sie_PPER nur_ADV an_APPR den_ART Inhalt_NN der_ART	Sprachtabellen_NN	anzuknüpfen_VVIZU seien_VAFIN ._$. Alle_PIAT andern_ADJA Bestimmungen_NN sprechen_VVFIN unzweideutig_ADJD dafür_PAV ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=844	19076530	19076530
846	slz_002_1863_008_69_72_e20	Prüfung durch das Militärdcpartement zu behändigen . A 8. Die	Prüfungstabellen	sammt den Skripturen werden von den Lehrern nach beendigter Prüfung	Prüfung_NN durch_APPR das_ART Militärdcpartement_NN zu_PTKZU behändigen_VVINF ._$. A_NN 8._ADJA Die_ART	Prüfungstabellen_NN	sammt_VVFIN den_ART Skripturen_NN werden_VAFIN von_APPR den_ART Lehrern_NN nach_APPR beendigter_ADJA Prüfung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=845	19078005	19078005
847	ass_001_1838_004_471_481_e820	werde ; I ) die am Schlüsse deS Schuljahres auszufertigenden	Schultabellen	vereinfachen zu lassen . 7. Nach einem ferneren Beschlusse soll	werde_VAFIN ;_$. I_NN )_$( die_ART am_APPRART Schlüsse_NN deS_ADJA Schuljahres_NN auszufertigenden_ADJA	Schultabellen_NN	vereinfachen_VVINF zu_PTKZU lassen_VVINF ._$. 7._ADJA Nach_APPR einem_ART ferneren_ADJA Beschlusse_NN soll_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=846	19092566	19092566
848	skb_004_1851_000_158_191_e274	und die 10 andern , welchen die reglementarischen ( Ti	statistische	Tabelle über den Bestand der Sekundärschulen des Kantons Bern auf	und_KON die_ART 10_CARD andern_ADJA ,_$, welchen_PRELS die_ART reglementarischen_ADJA (_$( Ti_ADJA	statistische_ADJA	Tabelle_NN über_APPR den_ART Bestand_NN der_ART Sekundärschulen_NN des_ART Kantons_NN Bern_NE auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=847	19120535	19120535
849	skb_004_1861_000_301_326_e446	alle übrigen wurden geheilt oder in Recouvalcscenz entlassen . Die	Spcisctabelle	ergibt 1196 Pflegetagc . Die verab¬ reichte Diät bestand :	alle_PIAT übrigen_ADJA wurden_VAFIN geheilt_VVPP oder_KON in_APPR Recouvalcscenz_NN entlassen_VVPP ._$. Die_ART	Spcisctabelle_NN	ergibt_VVFIN 1196_CARD Pflegetagc_NN ._$. Die_ART verab¬_NN reichte_VVFIN Diät_NN bestand_VVFIN :_$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=848	19139190	19139190
850	syn_001_1851_000_28_72_e108	immerzu den einläßlichsten und reichhaltigsten gehören , die Rubriken in	denBerichterstattungstabellen	, welche sich auf die Zahl der Lehrcr- wohnungen und	immerzu_ADV den_ART einläßlichsten_ADJD und_KON reichhaltigsten_ADJD gehören_VVFIN ,_$, die_ART Rubriken_NN in_APPR	denBerichterstattungstabellen_NN	,_$, welche_PRELS sich_PRF auf_APPR die_ART Zahl_NN der_ART Lehrcr-_TRUNC wohnungen_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=849	19217916	19217916
851	bso_002_1870_003_5_8_e7	nach der Vorzeichnung auf der Wandtafel , d. „ nach	Wandtabellen	, e. „ nach früher Geübtem durch Reproduktion aus dem	nach_APPR der_ART Vorzeichnung_NN auf_APPR der_ART Wandtafel_NN ,_$, d._ART „_$( nach_APPR	Wandtabellen_NN	,_$, e._ART „_$( nach_ADV früher_ADV Geübtem_NN durch_APPR Reproduktion_NN aus_APPR dem_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=850	19233741	19233741
852	bmb_001_1867_018_44_50_e217	Völker drückt , ohne die Schuldenlast zu erleichtern . Einige	statistische	Belege dürften hier wohl am Platze sein . Im Jahre	Völker_NN drückt_VVFIN ,_$, ohne_KOUI die_ART Schuldenlast_NN zu_PTKZU erleichtern_VVINF ._$. Einige_PIAT	statistische_ADJA	Belege_NN dürften_VMFIN hier_ADV wohl_ADV am_APPRART Platze_NN sein_VAINF ._$. Im_APPRART Jahre_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=851	19244996	19244996
853	bsf_001_1862_002_190_192_e129	der 4. ispoftiivn , Eintheilung oder Gliederung in referirender und	tabellarischer	Form , Darfteilung in Briefform , Umschreibung von Ge- dichten	der_ART 4._ADJA ispoftiivn_NE ,_$, Eintheilung_NN oder_KON Gliederung_NN in_APPR referirender_ADJA und_KON	tabellarischer_ADJA	Form_NN ,_$, Darfteilung_NN in_APPR Briefform_NN ,_$, Umschreibung_NN von_APPR Ge-_TRUNC dichten_VVINF	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=852	19250213	19250213
854	bso_001_1867_010_117_120_e32	einem interessanten Vortrage des Hrn. Wirth , Direktor des eidgen.	statistischen	Bureaus , folgende Stelle : Was den Menschen im Wesentlichsten	einem_ART interessanten_ADJA Vortrage_NN des_ART Hrn._NN Wirth_NE ,_$, Direktor_NN des_ART eidgen._ADJA	statistischen_ADJA	Bureaus_NN ,_$, folgende_ADJA Stelle_NN :_$. Was_PWS den_ART Menschen_NN im_APPRART Wesentlichsten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=853	19253591	19253591
855	vsb_001_1858_005_220_224_e228	führen das Scepter Pestalozzis , damit hinter Lektionsplan und Bruch	tabellen	hervor das goldene Zeitalter unbeschränkter Köpfe wachse . Aber wo	führen_VVFIN das_ART Scepter_NN Pestalozzis_NN ,_$, damit_KOUS hinter_APPR Lektionsplan_NN und_KON Bruch_NN	tabellen_ADJA	hervor_ADV das_ART goldene_ADJA Zeitalter_NN unbeschränkter_ADJA Köpfe_NN wachse_VVFIN ._$. Aber_KON wo_PWAV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=854	19265670	19265670
856	syn_001_1852_000_127_151_e177	In Affoltern wünscht ein Theil der Lehrer für jede Elementarklasse	Bildertabellen	, Sprachtabellen , Tabellen zur Ver¬ anschaulichung der Verhältnisse von	In_APPR Affoltern_NN wünscht_VVFIN ein_ART Theil_NN der_ART Lehrer_NN für_APPR jede_PIAT Elementarklasse_NN	Bildertabellen_NN	,_$, Sprachtabellen_NN ,_$, Tabellen_NN zur_APPRART Ver¬_ADJA anschaulichung_NN der_ART Verhältnisse_NN von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=855	19293621	19293621
857	syn_001_1852_000_127_151_e177	wünscht ein Theil der Lehrer für jede Elementarklasse Bildertabellen ,	Sprachtabellen	, Tabellen zur Ver¬ anschaulichung der Verhältnisse von Zahl und	wünscht_VVFIN ein_ART Theil_NN der_ART Lehrer_NN für_APPR jede_PIAT Elementarklasse_NN Bildertabellen_NN ,_$,	Sprachtabellen_NN	,_$, Tabellen_NN zur_APPRART Ver¬_ADJA anschaulichung_NN der_ART Verhältnisse_NN von_APPR Zahl_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=856	19293623	19293623
858	syn_001_1852_000_127_151_e177	. Meilen wünscht , daß bei einer nächsten Umarbeitung des	Sprachtabellenwerks	die erste Abtheilung des phonetischen Theils desselben übereinstim¬ mend mit	._$. Meilen_NN wünscht_VVFIN ,_$, daß_KOUS bei_APPR einer_ART nächsten_ADJA Umarbeitung_NN des_ART	Sprachtabellenwerks_NN	die_ART erste_ADJA Abtheilung_NN des_ART phonetischen_ADJA Theils_NN desselben_PDAT übereinstim¬_NN mend_ADJD mit_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=857	19293664	19293664
859	slz_002_1866_011_337_344_e45	enthält ans der Feder des Herrn Aktuar M. Capcdcr eine	statistische	Zusammenstellung der wöchentlichen Lehrerbesoldungen im Schuljahr 1865/66 . Danach beziehen	enthält_VVFIN ans_APPRART der_ART Feder_NN des_ART Herrn_NN Aktuar_NN M._NE Capcdcr_NE eine_ART	statistische_ADJA	Zusammenstellung_NN der_ART wöchentlichen_ADJA Lehrerbesoldungen_NN im_APPRART Schuljahr_NN 1865/66_CARD ._$. Danach_PAV beziehen_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=858	19308265	19308265
860	bmb_001_1863_014_74_88_e277	des Regierungspräsidenten ( 5in Votum über bünduerische Schulfraisen . Mit	statistischen	Beilagen . > Von Ant. PH . Largiadsr . Nachdem	des_ART Regierungspräsidenten_NN (_$( 5in_NE Votum_NN über_APPR bünduerische_ADJA Schulfraisen_NN ._$. Mit_APPR	statistischen_ADJA	Beilagen_NN ._$. >_$( Von_APPR Ant._NE PH_VVFIN ._$. Largiadsr_NE ._$. Nachdem_KOUS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=859	19387825	19387825
861	bmb_001_1863_014_74_88_e277	, Woche an , so können wir aus den nachfolgenden	statistischeil	Tabellen ersehe » , dag ungefähr 100 von unsern Lehrern	,_$, Woche_NN an_PTKVZ ,_$, so_ADV können_VMFIN wir_PPER aus_APPR den_ART nachfolgenden_ADJA	statistischeil_ADJA	Tabellen_NN ersehe_VVFIN »_$( ,_$, dag_NN ungefähr_ADJD 100_CARD von_APPR unsern_ADJA Lehrern_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=860	19388830	19388830
862	bmb_001_1863_014_74_88_e277	Staatszulagcn erhalten dürften , nicht gut heißt . Den nachfolgenden	statistischen	Tabellen haben wir noch einige Bemerkungen vorauszuschicken . Die Jnspektoratsbezirke	Staatszulagcn_NE erhalten_VVINF dürften_VMFIN ,_$, nicht_PTKNEG gut_ADJD heißt_VVFIN ._$. Den_ART nachfolgenden_ADJA	statistischen_ADJA	Tabellen_NN haben_VAFIN wir_PPER noch_ADV einige_PIAT Bemerkungen_NN vorauszuschicken_VVIZU ._$. Die_ART Jnspektoratsbezirke_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=861	19392972	19392972
863	slz_002_1866_011_329_336_e44	mon , ma , mes u. ty . Mit der	tabellarischen	Zusammenstellung der Endungen im Präsens der vier regelmäßigen Konjugationen schließt	mon_ADJA ,_$, ma_ADJA ,_$, mes_ADJA u._KON ty_ADJD ._$. Mit_APPR der_ART	tabellarischen_ADJA	Zusammenstellung_NN der_ART Endungen_NN im_APPRART Präsens_NN der_ART vier_CARD regelmäßigen_ADJA Konjugationen_NN schließt_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=862	19457909	19457909
864	ass_001_1838_004_81_86_e789	Provinzen ist im Ganzen gleicher Art. — Folgendes ist eine	tabellarisch	zusammengedrängte Uebersicht des Zustandes des Elementarunterrichts im lombardisch-venezianischen Königreiche im	Provinzen_NN ist_VAFIN im_APPRART Ganzen_NN gleicher_ADJA Art._NN —_ADJA Folgendes_NN ist_VAFIN eine_ART	tabellarisch_ADJD	zusammengedrängte_ADJA Uebersicht_NN des_ART Zustandes_NN des_ART Elementarunterrichts_NN im_APPRART lombardisch-venezianischen_ADJA Königreiche_NN im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hed89oy9x4g&batch=863	19462170	19462170
