Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
113	slz_002_1870_015_193_200_e26	zählung zu sehen . " Folgt sodann eine lange Aus-	zählung	von Maybrunnen aus vielen Kantonen und auch an andern Orten	zählung_NN zu_PTKZU sehen_VVINF ._$. "_$( Folgt_VVIMP sodann_ADV eine_ART lange_ADJA Aus-_TRUNC	zählung_NN	von_APPR Maybrunnen_NN aus_APPR vielen_PIAT Kantonen_NN und_KON auch_ADV an_APPR andern_ADJA Orten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=112	13828948	13828948
114	skz_001_1836_005_367_374_e416	. Preußen . Zn den preußischen Staaten leben nach der	Zählung	von 1834 13,509,027 Einwohner , davon sind 5,200,000 katholisch .	._$. Preußen_NE ._$. Zn_NE den_ART preußischen_ADJA Staaten_NN leben_VVFIN nach_APPR der_ART	Zählung_NN	von_APPR 1834_CARD 13,509,027_CARD Einwohner_NN ,_$, davon_PAV sind_VAFIN 5,200,000_CARD katholisch_ADJD ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=113	13937960	13937960
115	skb_004_1863_000_120_173_e564	erfolgte . Auf den Wunsch der französischen Gesandtschaft hatte eine	Zählung	der Franzosen im ganzen Kanton stattgefun¬ den ; die daherige	erfolgte_VVFIN ._$. Auf_APPR den_ART Wunsch_NN der_ART französischen_ADJA Gesandtschaft_NN hatte_VAFIN eine_ART	Zählung_NN	der_ART Franzosen_NN im_APPRART ganzen_ADJA Kanton_NN stattgefun¬_VVFIN den_PDS ;_$. die_ART daherige_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=114	14084210	14084210
116	bmb_001_1859_010_73_83_e241	s. w. Es findet sich bei ihnen aber auch eine	Zählung	nach Zwanzigern , z. B. Bish und Desh ( 20	s._ADV w._APPR Es_PPER findet_VVFIN sich_PRF bei_APPR ihnen_PPER aber_ADV auch_ADV eine_ART	Zählung_NN	nach_APPR Zwanzigern_NN ,_$, z._APPRART B._NE Bish_NE und_KON Desh_NE (_$( 20_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=115	14213622	14213622
117	bmb_001_1859_010_73_83_e241	u. f. w. Auch Spuren des pentadischen Systems , der	Zählung	nach Fünfern , bei welchem schon über fünf hinaus eine	u._KON f._APPR w._APPR Auch_ADV Spuren_NN des_ART pentadischen_ADJA Systems_NN ,_$, der_ART	Zählung_NN	nach_APPR Fünfern_NN ,_$, bei_APPR welchem_PRELS schon_ADV über_APPR fünf_CARD hinaus_ADV eine_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=116	14213648	14213648
118	ajb_001_1870_010_204_332_e377	Feld zu bebauen . Nach einer im Jahr >869 vorgenommenen	Zählung	hat Außerrhoden 613 Bienenhalter , die zusammen 3109 Stöcke besitzen	Feld_NN zu_PTKZU bebauen_VVINF ._$. Nach_APPR einer_ART im_APPRART Jahr_NN >869_ADJD vorgenommenen_ADJA	Zählung_NN	hat_VAFIN Außerrhoden_NN 613_CARD Bienenhalter_NN ,_$, die_PRELS zusammen_ADV 3109_CARD Stöcke_NN besitzen_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=117	14247477	14247477
119	bsf_001_1863_003_297_304_e200	unter den Schulpflichtigen figurirten , bereits von dem bei jener	Zählung	angenommenen Alter für die Schulpflichtigkeit admittirt waren . Man kann	unter_APPR den_ART Schulpflichtigen_ADJA figurirten_NN ,_$, bereits_ADV von_APPR dem_ART bei_APPR jener_PDAT	Zählung_NN	angenommenen_ADJA Alter_NN für_APPR die_ART Schulpflichtigkeit_NN admittirt_VVPP waren_VAFIN ._$. Man_PIS kann_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=118	14576962	14576962
120	bsf_001_1863_003_297_304_e200	macht das auf 96,000 schon 480. 4 ) Bei der	Zählung	der Schüler fallen immer eine Parthie solcher aus , die	macht_VVFIN das_PDS auf_APPR 96,000_CARD schon_ADV 480._ADJA 4_CARD )_$( Bei_APPR der_ART	Zählung_NN	der_ART Schüler_NN fallen_VVFIN immer_ADV eine_ART Parthie_NN solcher_PIS aus_PTKVZ ,_$, die_PRELS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=119	14577056	14577056
121	btb_001_1862_011_301_328_e369	Herausgeber , Januar 1. Die im November 1856 vorgenommene Volks-	zählung	des Kantons ergab eine Einwohnerzahl von 419,129 . — Im	Herausgeber_NN ,_$, Januar_NN 1._ADV Die_ART im_APPRART November_NN 1856_CARD vorgenommene_ADJA Volks-_TRUNC	zählung_NN	des_ART Kantons_NN ergab_VVFIN eine_ART Einwohnerzahl_NN von_APPR 419,129_CARD ._$. —_NN Im_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=120	14663151	14663151
122	skz_001_1843_012_352_359_e471	— Zum Danke für die wunderbare Heilung , deren Er-	zählung	dieses Rundschreiben enthält , wurde am Sonntag den 8. Oktober	—_NN Zum_APPRART Danke_NN für_APPR die_ART wunderbare_ADJA Heilung_NN ,_$, deren_PDAT Er-_TRUNC	zählung_NN	dieses_PDAT Rundschreiben_NN enthält_VVFIN ,_$, wurde_VAFIN am_APPRART Sonntag_NN den_ART 8._ADJA Oktober_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=121	14785909	14785909
123	gdv_001_1863_002_7_214_e11	Gesetz vom 12. Mai 1848 ) . H. 91. Die	Zählung	der Stimmen geschieht durch die Stimmenzähler , von denen der	Gesetz_NN vom_APPRART 12._ADJA Mai_NN 1848_CARD )_$( ._$. H._NE 91._ADJA Die_ART	Zählung_NN	der_ART Stimmen_NN geschieht_VVFIN durch_APPR die_ART Stimmenzähler_NN ,_$, von_APPR denen_PRELS der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=122	14821268	14821268
124	gdv_001_1863_002_7_214_e11	laut zählt und der Andere denfelben kontrolirt . Nach jeder	Zählung	erklären sie mit lauter Stimme die gefundene Zahl . Bei	laut_ADJD zählt_VVFIN und_KON der_ART Andere_PIAT denfelben_ADJA kontrolirt_NN ._$. Nach_APPR jeder_PIAT	Zählung_NN	erklären_VVFIN sie_PPER mit_APPR lauter_PIAT Stimme_NN die_ART gefundene_ADJA Zahl_NN ._$. Bei_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=123	14821295	14821295
125	gdv_001_1863_002_7_214_e11	des andern und des Präsidenten gezählt . Das Resultat dieser	Zählung	wird sofort zu Protokoll gegeben . Derjenige Vorgeschlagene , der	des_ART andern_ADJA und_KON des_ART Präsidenten_NN gezählt_VVPP ._$. Das_ART Resultat_NN dieser_PDAT	Zählung_NN	wird_VAFIN sofort_ADV zu_APPR Protokoll_NN gegeben_VVPP ._$. Derjenige_PDAT Vorgeschlagene_NN ,_$, der_PRELS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=124	14823183	14823183
126	skz_001_1846_015_79_86_e92	Namen ausgestrichen sind , so fallen selbe ganz aus der	Zählung	und Berücksichtigung weg Art. 7. Jene Wahlkand . daten ,	Namen_NN ausgestrichen_VVPP sind_VAFIN ,_$, so_ADV fallen_VVFIN selbe_NE ganz_ADV aus_APPR der_ART	Zählung_NN	und_KON Berücksichtigung_NN weg_ADV Art._NN 7._ADJA Jene_PDAT Wahlkand_NN ._$. daten_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=125	14976043	14976043
127	skb_004_1857_000_80_126_e438	Alter . Ferner eine Menge Fälle , deren spezielle Auf¬	zählung	hier zn weit führen dürfte . Kathotische Kirche . Das	Alter_NN ._$. Ferner_ADJD eine_ART Menge_NN Fälle_NN ,_$, deren_PRELAT spezielle_ADJA Auf¬_NN	zählung_NN	hier_ADV zn_NE weit_ADJD führen_VVINF dürfte_VMFIN ._$. Kathotische_ADJA Kirche_NN ._$. Das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=126	15327826	15327826
128	bsf_001_1866_006_39_42_e23	damals angeben konnte . Auch fängt gleich nach dieser Er-	zählung	die eigentliche Untersuchung des Plato über die Entstehung der Welt	damals_ADV angeben_VVINF konnte_VMFIN ._$. Auch_ADV fängt_VVFIN gleich_ADJD nach_APPR dieser_PDAT Er-_TRUNC	zählung_NN	die_ART eigentliche_ADJA Untersuchung_NN des_ART Plato_NE über_APPR die_ART Entstehung_NN der_ART Welt_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=127	15453630	15453630
129	skz_002_1850_002_366_373_e472	Krämen« von Hagcnhill , oder That und Lohn . Er-	zählung	für die erwachsene Jugend für Geist und Herz , von	Krämen«_NN von_APPR Hagcnhill_NE ,_$, oder_KON That_NE und_KON Lohn_NN ._$. Er-_TRUNC	zählung_NN	für_APPR die_ART erwachsene_ADJA Jugend_NN für_APPR Geist_NN und_KON Herz_NN ,_$, von_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=128	16032207	16032207
130	apm_001_1837_013_101_113_e274	den Kin- dern veranlasse . Es war nämlich dießfalls eine	Zählung	in " y ES geschah dieses im laufenden Jahre ,	den_ART Kin-_TRUNC dern_NN veranlasse_VVFIN ._$. Es_PPER war_VAFIN nämlich_ADV dießfalls_NN eine_ART	Zählung_NN	in_APPR "_$( y_ADJA ES_NN geschah_VVFIN dieses_PDS im_APPRART laufenden_ADJA Jahre_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=129	16050736	16050736
131	apm_001_1837_013_101_113_e274	, und die Ta- belle , welche die Ergebnisse der	Zählung	enthält , ist dem Synodalgutachtcn beigefügt . Wir entnehmen diesem	,_$, und_KON die_ART Ta-_TRUNC belle_VVFIN ,_$, welche_PRELS die_ART Ergebnisse_NN der_ART	Zählung_NN	enthält_VVFIN ,_$, ist_VAFIN dem_ART Synodalgutachtcn_NE beigefügt_VVPP ._$. Wir_PPER entnehmen_VVFIN diesem_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=130	16050848	16050848
132	skz_004_1865_000_84_95_e98	wir einen Irrthum , der in Nr. 9 unter Auf-	zählung	der Gaben für die inländische Misston sich findet . Es	wir_PPER einen_ART Irrthum_NN ,_$, der_PRELS in_APPR Nr._NN 9_CARD unter_APPR Auf-_TRUNC	zählung_NN	der_ART Gaben_NN für_APPR die_ART inländische_ADJA Misston_NN sich_PRF findet_VVFIN ._$. Es_PPER	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=131	16187327	16187327
133	skz_002_1851_003_244_251_e279	wird in eine gemeinschaftliche Masse zusammengelegt , und nach vorgenommener	Zählung	der Bürger theilen wir gleichmäßig und weisen Jedem seinen Antheil	wird_VAFIN in_APPR eine_ART gemeinschaftliche_ADJA Masse_NN zusammengelegt_VVPP ,_$, und_KON nach_APPR vorgenommener_ADJA	Zählung_NN	der_ART Bürger_NN theilen_VVFIN wir_PPER gleichmäßig_ADJD und_KON weisen_VVFIN Jedem_PIAT seinen_PPOSAT Antheil_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=132	16316234	16316234
134	slz_002_1868_013_17_24_e5	Wohnortes und seiner Umgebung , auch nicht bloß eine Auf-	zählung	der in der engern Heimat vorkommenden Naturprodukte , ferner nicht	Wohnortes_NN und_KON seiner_PPOSAT Umgebung_NN ,_$, auch_ADV nicht_PTKNEG bloß_ADJD eine_ART Auf-_TRUNC	zählung_NN	der_ART in_APPR der_ART engern_ADJA Heimat_NN vorkommenden_ADJA Naturprodukte_NN ,_$, ferner_ADJD nicht_PTKNEG	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=133	16703374	16703374
135	slz_002_1868_013_17_24_e5	eine für sich und von allen andern Beziehungen losgetrennte Er-	zählung	der historischen Entwicklung des Wohnortes . Nicht bloß das eine	eine_PIS für_APPR sich_PRF und_KON von_APPR allen_PIAT andern_ADJA Beziehungen_NN losgetrennte_ADJA Er-_TRUNC	zählung_NN	der_ART historischen_ADJA Entwicklung_NN des_ART Wohnortes_NN ._$. Nicht_PTKNEG bloß_ADJD das_ART eine_PIS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=134	16703436	16703436
136	slz_001_1857_002_325_356_e12	einem gegebenen Briefe wird der Inhalt in Form einer Er-	zählung	dargestellt . 329 b. Eigene Briefe . 1 ) Antworten	einem_ART gegebenen_ADJA Briefe_NN wird_VAFIN der_ART Inhalt_NN in_APPR Form_NN einer_ART Er-_TRUNC	zählung_NN	dargestellt_VVPP ._$. 329_CARD b._APPRART Eigene_ADJA Briefe_NN ._$. 1_CARD )_$( Antworten_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=135	17024298	17024298
137	bmb_001_1867_018_35_44_e214	und liegt im nord¬ östlichen Theile desselben . Laut neuester	Zählung	hat Chur 7724 Ein¬ wohner , davon 774k Bürger und	und_KON liegt_VVFIN im_APPRART nord¬_ADJA östlichen_ADJA Theile_NE desselben_PDAT ._$. Laut_APPR neuester_ADJA	Zählung_NN	hat_VAFIN Chur_NE 7724_CARD Ein¬_NN wohner_NN ,_$, davon_PAV 774k_NN Bürger_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=136	17071984	17071984
138	ajb_001_1868_009_76_84_e227	Jucharten Flächen¬ inhalt . Es trifft nach der letzten eidgenössischen	Zählung	( 10. Dez. 1860 ) auf 1 Qu . -Meile	Jucharten_NN Flächen¬_ADJA inhalt_NN ._$. Es_PPER trifft_VVFIN nach_APPR der_ART letzten_ADJA eidgenössischen_ADJA	Zählung_NN	(_$( 10._ADJA Dez._NN 1860_CARD )_$( auf_APPR 1_CARD Qu_NE ._$. -Meile_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=137	17218949	17218949
139	ajb_001_1868_009_76_84_e227	, im Jahr 1860 6/ ' Bewohner sielen . Die	Zählung	im I. l860 ergab in Außerrhodcn 7066 Wohnhäuser , 43,445	,_$, im_APPRART Jahr_NN 1860_CARD 6/_CARD '_$( Bewohner_NN sielen_VVFIN ._$. Die_ART	Zählung_NN	im_APPRART I._NE l860_NN ergab_VVFIN in_APPR Außerrhodcn_NE 7066_CARD Wohnhäuser_NN ,_$, 43,445_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=138	17219068	17219068
140	bso_001_1864_007_117_120_e32	sie nach Tausenden , und viele Kinderbücher entziehen sich der	Zählung	, weil sie , wie die Spielwaaren , auch unangekündigt	sie_PPER nach_APPR Tausenden_NN ,_$, und_KON viele_PIAT Kinderbücher_NN entziehen_VVFIN sich_PRF der_ART	Zählung_NN	,_$, weil_KOUS sie_PPER ,_$, wie_KOUS die_ART Spielwaaren_NN ,_$, auch_ADV unangekündigt_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=139	17388184	17388184
141	skb_003_1849_000_17_126_e556	Auf vcu Wunsch rev Direktion der Blindenanstalt wurde eine neue	Zählung	sämmtlicher Blinden des Kantons vorge¬ nommen wobei die Vermögenöverbältnissc derselben	Auf_APPR vcu_NN Wunsch_NN rev_NE Direktion_NN der_ART Blindenanstalt_NN wurde_VAFIN eine_ART neue_ADJA	Zählung_NN	sämmtlicher_ADJA Blinden_NN des_ART Kantons_NN vorge¬_ADJA nommen_ADJA wobei_PWAV die_ART Vermögenöverbältnissc_NN derselben_PDAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=140	17458558	17458558
142	skb_001_1833_000_328_354_e438	jedoch der Staat nur Fr. 9«oo beiträgt . Nach der	Zählung	von 1836 hat man im Kanton 1966 Taubstumme gefunden (	jedoch_ADV der_ART Staat_NN nur_ADV Fr._NN 9«oo_NE beiträgt_VVFIN ._$. Nach_APPR der_ART	Zählung_NN	von_APPR 1836_CARD hat_VAFIN man_PIS im_APPRART Kanton_NN 1966_CARD Taubstumme_NN gefunden_VVPP (_$(	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=141	17496297	17496297
143	skb_001_1833_000_328_354_e438	stch aus dem traurigen Resultate einer im Jahre 1836 stattgehabten	Zählung	der Taubstumme«/ Blinden und Blödsinnigen im Kanton Bern . Die	stch_NN aus_APPR dem_ART traurigen_ADJA Resultate_NN einer_ART im_APPRART Jahre_NN 1836_CARD stattgehabten_ADJA	Zählung_NN	der_ART Taubstumme«/_ADJA Blinden_NN und_KON Blödsinnigen_NN im_APPRART Kanton_NN Bern_NE ._$. Die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=142	17496517	17496517
144	bso_001_1861_004_133_136_e36	« . Alle aufzunehmenden Stücke , von der einfachsten Er-	zählung	und dem einfachsten Liede bis zur umfang- reichsten Abhandlung und	«_$( ._$. Alle_PIAT aufzunehmenden_ADJA Stücke_NN ,_$, von_APPR der_ART einfachsten_ADJA Er-_TRUNC	zählung_NN	und_KON dem_ART einfachsten_ADJA Liede_NN bis_KON zur_APPRART umfang-_TRUNC reichsten_ADJA Abhandlung_NN und_KON	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=143	17669154	17669154
145	skz_001_1840_009_341_348_e475	. — Die Bevölkerung 680 des Königreichs betrug nach der	Zählung	von 1840 die Zahl von 2,662,489 Seelen , nämlich 1,698,642	._$. —_NN Die_ART Bevölkerung_NN 680_CARD des_ART Königreichs_NN betrug_VVFIN nach_APPR der_ART	Zählung_NN	von_APPR 1840_CARD die_ART Zahl_NN von_APPR 2,662,489_CARD Seelen_NN ,_$, nämlich_ADV 1,698,642_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=144	17767951	17767951
146	gdv_001_1859_014_8_220_e12	1 Franken oder 28 Kreuzer . Art. 3. Für die	Zählung	der Worte , die Progression der Taxen von 10 zu	1_CARD Franken_NN oder_KON 28_CARD Kreuzer_NN ._$. Art._NN 3._ADJA Für_APPR die_ART	Zählung_NN	der_ART Worte_NN ,_$, die_ART Progression_NN der_ART Taxen_NN von_APPR 10_CARD zu_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=145	18228732	18228732
147	gdv_001_1859_014_8_220_e12	gleich 28 Kreuzern angenom¬ men werden . Art. Für die	Zählung	der Wörter , die Progres¬ sion der Taxen von 10	gleich_ADJD 28_CARD Kreuzern_NN angenom¬_VVFIN men_ADJD werden_VAINF ._$. Art._NN Für_APPR die_ART	Zählung_NN	der_ART Wörter_NN ,_$, die_ART Progres¬_ADJA sion_NN der_ART Taxen_NN von_APPR 10_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=146	18229534	18229534
148	apm_001_1838_014_139_152_e302	aufgestellten Spritzen nöthig wurde . Als man dann zu amtlicher	Zählung	der abgebrannten Gebäude schritt , fand man auf der ganzen	aufgestellten_ADJA Spritzen_NN nöthig_ADJD wurde_VAFIN ._$. Als_KOKOM man_PIS dann_ADV zu_APPR amtlicher_ADJA	Zählung_NN	der_ART abgebrannten_ADJA Gebäude_NN schritt_VVFIN ,_$, fand_VVFIN man_PIS auf_APPR der_ART ganzen_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=147	18389953	18389953
149	slz_001_1857_002_197_260_e9	specieller Censur aller Schüler eine mit patriotischem Sinne geschriebene Er-	zählung	der durch den Neuenburger Royalistcnputsch im September 1856 vcr- anlaßten	specieller_ADJA Censur_NN aller_PIAT Schüler_NN eine_ART mit_APPR patriotischem_ADJA Sinne_NN geschriebene_ADJA Er-_TRUNC	zählung_NN	der_ART durch_APPR den_ART Neuenburger_NE Royalistcnputsch_NN im_APPRART September_NN 1856_CARD vcr-_NN anlaßten_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=148	18570710	18570710
150	bso_001_1863_006_149_152_e40	unrer den Schulpflichtigen fignrirten , bereits von dem bei jener	Zählung	angenommenen Alter für die Schulpflichtigkeit admittirt waren . Man kann	unrer_ADJD den_ART Schulpflichtigen_ADJA fignrirten_NN ,_$, bereits_ADV von_APPR dem_ART bei_APPR jener_PDAT	Zählung_NN	angenommenen_ADJA Alter_NN für_APPR die_ART Schulpflichtigkeit_NN admittirt_VVPP waren_VAFIN ._$. Man_PIS kann_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=149	18652615	18652615
151	bso_001_1863_006_149_152_e40	macht das auf 96,000 schon 480. 4 ) Bei der	Zählung	der Schüler fallen immer eine Par- thie solcher aus ,	macht_VVFIN das_PDS auf_APPR 96,000_CARD schon_ADV 480._ADJA 4_CARD )_$( Bei_APPR der_ART	Zählung_NN	der_ART Schüler_NN fallen_VVFIN immer_ADV eine_ART Par-_TRUNC thie_VVFIN solcher_PIS aus_PTKVZ ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=150	18652711	18652711
152	slz_002_1863_008_157_160_e42	unter den Schulpflichtigen figurirten , bereits vor dem bei jener	Zählung	angenommenen Alter für die Schulpslichtigkeit admittirt waren . Man kann	unter_APPR den_ART Schulpflichtigen_ADJA figurirten_NN ,_$, bereits_ADV vor_APPR dem_ART bei_APPR jener_PDAT	Zählung_NN	angenommenen_ADJA Alter_NN für_APPR die_ART Schulpslichtigkeit_NN admittirt_VVPP waren_VAFIN ._$. Man_PIS kann_VMFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=151	18664170	18664170
153	slz_002_1863_008_157_160_e42	macht das auf 96,000 schon 430. 4 ) Bei der	Zählung	der Schüler fallen immer eine Partie solcher aus , die	macht_VVFIN das_PDS auf_APPR 96,000_CARD schon_ADV 430._ADJA 4_CARD )_$( Bei_APPR der_ART	Zählung_NN	der_ART Schüler_NN fallen_VVFIN immer_ADV eine_ART Partie_NN solcher_PIS aus_PTKVZ ,_$, die_PRELS	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=152	18664265	18664265
154	skz_004_1857_000_96_107_e112	1346 103 / unter dem Ministerium der Theux angestellte allgemeine	Zählung	hatte allein für die Provinz Brabant eine Anzahl von 1700	1346_CARD 103_CARD /_$( unter_APPR dem_ART Ministerium_NN der_ART Theux_NE angestellte_ADJA allgemeine_ADJA	Zählung_NN	hatte_VAFIN allein_ADV für_APPR die_ART Provinz_NN Brabant_NN eine_ART Anzahl_NN von_APPR 1700_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=153	18673527	18673527
155	gdv_001_1850_005_9_446_e13	A r t. 2. Die in dem vorigen Artikel enthaltene	Zählung	ist bis zur Vornahme einer « eueu eidgenössischen Volkszählung maßgehend	A_NN r_ADJD t._VVFIN 2._ADV Die_ART in_APPR dem_ART vorigen_ADJA Artikel_NN enthaltene_ADJA	Zählung_NN	ist_VAFIN bis_APPR zur_APPRART Vornahme_NN einer_ART «_$( eueu_ADJD eidgenössischen_ADJA Volkszählung_NN maßgehend_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=154	19011862	19011862
156	apm_001_1844_020_173_175_e336	bei der 2671 Einwohner gefunden wurden , vermindert . Jede	Zählung	aber , die nicht in kürzester Frist vorgenommen wird ,	bei_APPR der_PRELS 2671_CARD Einwohner_NN gefunden_VVPP wurden_VAFIN ,_$, vermindert_VVPP ._$. Jede_PIAT	Zählung_NN	aber_ADV ,_$, die_PRELS nicht_PTKNEG in_APPR kürzester_ADJA Frist_NN vorgenommen_VVPP wird_VAFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=155	19210608	19210608
157	apm_001_1844_020_173_175_e336	die vollständige Zahl der Einwohner aufweisen , da während der	Zählung	selber Uebersiedelungen stattfinden ; überdieß ist bei dieser Berechnung auf	die_ART vollständige_ADJA Zahl_NN der_ART Einwohner_NN aufweisen_VVINF ,_$, da_KOUS während_APPR der_ART	Zählung_NN	selber_ADV Uebersiedelungen_NN stattfinden_VVFIN ;_$. überdieß_ADJD ist_VAFIN bei_APPR dieser_PDAT Berechnung_NN auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=156	19210632	19210632
158	bmb_001_1863_014_74_88_e277	Gründen und a>is viele » anderii noch , dereii Aus-	zählung	uns hier zu weit führen würde , besonders aber iui	Gründen_NN und_KON a>is_NN viele_PIAT »_$( anderii_ADJA noch_ADV ,_$, dereii_NE Aus-_TRUNC	zählung_NN	uns_PRF hier_ADV zu_PTKA weit_ADJD führen_VVINF würde_VAFIN ,_$, besonders_ADV aber_ADV iui_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=157	19392412	19392412
159	skz_001_1840_009_213_220_e459	im Zahr 1839 von den 99,678 Katholiken ( nach der	Zählung	von 1837 ) neun Ehestreitigkeiten an das katho- lische Consistorium	im_APPRART Zahr_NN 1839_CARD von_APPR den_ART 99,678_CARD Katholiken_NN (_$( nach_APPR der_ART	Zählung_NN	von_APPR 1837_CARD )_$( neun_CARD Ehestreitigkeiten_NN an_APPR das_ART katho-_TRUNC lische_ADJA Consistorium_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepnhvg9hil&batch=158	19622543	19622543
